io/papermc/paper/registry/keys/BlockTypeKeys.html#ACACIA_WALL_HANGING_SIGN,1.21.1
org/bukkit/block/BlockType.html#ACACIA_WALL_HANGING_SIGN,1.20.6
org/bukkit/Material.html#ACACIA_WALL_SIGN,1.14
io/papermc/paper/registry/keys/BlockTypeKeys.html#ACACIA_WALL_SIGN,1.21.1
org/bukkit/block/BlockType.html#ACACIA_WALL_SIGN,1.20.6
org/bukkit/Material.html#ACACIA_WOOD,1.13
io/papermc/paper/registry/keys/BlockTypeKeys.html#ACACIA_WOOD,1.21.1
io/papermc/paper/registry/keys/ItemTypeKeys.html#ACACIA_WOOD,1.21.1
org/bukkit/block/BlockType.html#ACACIA_WOOD,1.20.6
org/bukkit/inventory/ItemType.html#ACACIA_WOOD,1.20.6
org/bukkit/entity/boat/AcaciaBoat.html,1.21.3
org/bukkit/entity/boat/AcaciaChestBoat.html,1.21.3
org/bukkit/World.ChunkLoadCallback.html#accept,1.13
org/bukkit/util/Consumer.html#accept,1.12.2
org/bukkit/conversations/Conversable.html#acceptConversationInput,1.12.2
org/bukkit/event/player/PlayerResourcePackStatusEvent.Status.html#ACCEPTED,1.12.2
org/bukkit/conversations/Conversation.html#acceptInput,1.12.2
org/bukkit/conversations/MessagePrompt.html#acceptInput,1.12.2
org/bukkit/conversations/Prompt.html#acceptInput,1.12.2
org/bukkit/conversations/ValidatingPrompt.html#acceptInput,1.12.2
org/bukkit/conversations/BooleanPrompt.html#acceptValidatedInput,1.12.2
org/bukkit/conversations/NumericPrompt.html#acceptValidatedInput,1.12.2
org/bukkit/conversations/PlayerNamePrompt.html#acceptValidatedInput,1.12.2
org/bukkit/conversations/ValidatingPrompt.html#acceptValidatedInput,1.12.2
org/bukkit/event/player/PlayerInteractEvent.html#action,1.12.2
org/bukkit/event/block/Action.html,1.12.2
co/aikar/timings/TimingHistory.html#activatedEntityTicks,1.12.2
org/bukkit/Material.html#ACTIVATOR_RAIL,1.12.2
io/papermc/paper/registry/keys/BlockTypeKeys.html#ACTIVATOR_RAIL,1.21.1
io/papermc/paper/registry/keys/ItemTypeKeys.html#ACTIVATOR_RAIL,1.21.1
org/bukkit/block/BlockType.html#ACTIVATOR_RAIL,1.20.6
org/bukkit/inventory/ItemType.html#ACTIVATOR_RAIL,1.20.6
org/bukkit/block/data/type/CreakingHeart.Creaking.html#ACTIVE,1.21.3
org/bukkit/block/data/type/SculkSensor.Phase.html#ACTIVE,1.17
org/bukkit/block/data/type/TrialSpawner.State.html#ACTIVE,1.20.4
org/bukkit/block/data/type/Vault.State.html#ACTIVE,1.20.6
org/bukkit/entity/Player.html#activeBossBars,1.20.4
io/papermc/paper/registry/data/EnchantmentRegistryEntry.html#activeSlots,1.21.1
io/papermc/paper/registry/data/EnchantmentRegistryEntry.Builder.html#activeSlots,1.21.1
org/bukkit/inventory/ItemStack.html#add,1.12.2
io/papermc/paper/math/Rotations.html#add,1.19
org/bukkit/Location.html#add,1.12.2
org/bukkit/util/EulerAngle.html#add,1.12.2
io/papermc/paper/util/TransformingRandomAccessList.html#add,1.16
com/destroystokyo/paper/utils/CachedSizeConcurrentLinkedQueue.html#add,1.12.2
io/papermc/paper/plugin/provider/classloader/PluginClassLoaderGroup.html#add,1.19
io/papermc/paper/datacomponent/item/SuspiciousStewEffects.Builder.html#add,1.21.3
io/papermc/paper/tag/BaseTag.html#add,1.16
io/papermc/paper/datacomponent/item/BannerPatternLayers.Builder.html#add,1.21.3
io/papermc/paper/datacomponent/item/ItemEnchantments.Builder.html#add,1.21.3
io/papermc/paper/datacomponent/item/BundleContents.Builder.html#add,1.21.3
io/papermc/paper/datacomponent/item/ChargedProjectiles.Builder.html#add,1.21.3
io/papermc/paper/datacomponent/item/ItemContainerContents.Builder.html#add,1.21.3
org/bukkit/util/Vector.html#add,1.12.2
org/bukkit/attribute/AttributeModifier.Operation.html#ADD_NUMBER,1.12.2
org/bukkit/attribute/AttributeModifier.Operation.html#ADD_SCALAR,1.12.2
org/bukkit/entity/Player.html#addAdditionalChatCompletions,1.19
io/papermc/paper/datacomponent/item/SuspiciousStewEffects.Builder.html#addAll,1.21.3
io/papermc/paper/datacomponent/item/BannerPatternLayers.Builder.html#addAll,1.21.3
io/papermc/paper/datacomponent/item/BundleContents.Builder.html#addAll,1.21.3
io/papermc/paper/datacomponent/item/ChargedProjectiles.Builder.html#addAll,1.21.3
io/papermc/paper/datacomponent/item/ItemContainerContents.Builder.html#addAll,1.21.3
io/papermc/paper/datacomponent/item/ItemEnchantments.Builder.html#addAll,1.21.3
org/bukkit/command/MessageCommandSender.html#addAttachment,1.12.2
org/bukkit/permissions/Permissible.html#addAttachment,1.12.2
org/bukkit/permissions/PermissibleBase.html#addAttachment,1.12.2
org/bukkit/inventory/meta/ItemMeta.html#addAttributeModifier,1.13
org/bukkit/ban/ProfileBanList.html#addBan,1.20.4
org/bukkit/BanList.html#addBan,1.12.2
org/bukkit/entity/Piglin.html#addBarterMaterial,1.16
org/bukkit/inventory/meta/CrossbowMeta.html#addChargedProjectile,1.14
org/bukkit/configuration/file/YamlRepresenter.html#addClassTag,1.16
co/aikar/timings/TimingsReportListener.html#addConsoleIfNeeded,1.12.2
org/bukkit/conversations/Conversation.html#addConversationAbandonedListener,1.12.2
org/bukkit/conversations/ConversationFactory.html#addConversationAbandonedListener,1.12.2
org/bukkit/map/MapCursorCollection.html#addCursor,1.12.2
org/bukkit/entity/Player.html#addCustomChatCompletions,1.19
org/bukkit/inventory/meta/SuspiciousStewMeta.html#addCustomEffect,1.14
org/bukkit/entity/AreaEffectCloud.html#addCustomEffect,1.12.2
org/bukkit/entity/Arrow.html#addCustomEffect,1.14
org/bukkit/inventory/meta/PotionMeta.html#addCustomEffect,1.12.2
io/papermc/paper/datacomponent/item/PotionContents.Builder.html#addCustomEffect,1.21.3
io/papermc/paper/datacomponent/item/PotionContents.Builder.html#addCustomEffects,1.21.3
org/bukkit/configuration/Configuration.html#addDefault,1.12.2
org/bukkit/configuration/ConfigurationSection.html#addDefault,1.12.2
org/bukkit/configuration/MemoryConfiguration.html#addDefault,1.12.2
org/bukkit/configuration/MemorySection.html#addDefault,1.12.2
org/bukkit/configuration/Configuration.html#addDefaults,1.12.2
org/bukkit/configuration/MemoryConfiguration.html#addDefaults,1.12.2
io/papermc/paper/plugin/loader/library/impl/MavenLibraryResolver.html#addDependency,1.19
org/bukkit/entity/ArmorStand.html#addDisabledSlots,1.13
io/papermc/paper/event/server/WhitelistStateUpdateEvent.WhitelistStatus.html#ADDED,1.20.4
org/bukkit/event/entity/EntityPotionEffectEvent.Action.html#ADDED,1.13
io/papermc/paper/datacomponent/item/Consumable.Builder.html#addEffect,1.21.3
io/papermc/paper/datacomponent/item/DeathProtection.Builder.html#addEffect,1.21.3
org/bukkit/inventory/meta/FireworkMeta.html#addEffect,1.12.2
io/papermc/paper/datacomponent/item/Fireworks.Builder.html#addEffect,1.21.3
org/bukkit/inventory/meta/FireworkMeta.html#addEffects,1.12.2
io/papermc/paper/datacomponent/item/Consumable.Builder.html#addEffects,1.21.3
io/papermc/paper/datacomponent/item/DeathProtection.Builder.html#addEffects,1.21.3
io/papermc/paper/datacomponent/item/Fireworks.Builder.html#addEffects,1.21.3
org/bukkit/entity/MushroomCow.html#addEffectToNextStew,1.20.4
org/bukkit/inventory/meta/ItemMeta.html#addEnchant,1.12.2
org/bukkit/inventory/ItemStack.html#addEnchantment,1.12.2
org/bukkit/inventory/ItemStack.html#addEnchantments,1.12.2
org/bukkit/scoreboard/Team.html#addEntities,1.18
org/bukkit/scoreboard/Team.html#addEntity,1.18
org/bukkit/block/EntityBlockStorage.html#addEntity,1.15
org/bukkit/RegionAccessor.html#addEntity,1.20.4
org/bukkit/scoreboard/Team.html#addEntries,1.18
org/bukkit/scoreboard/Team.html#addEntry,1.12.2
org/bukkit/entity/ArmorStand.html#addEquipmentLock,1.16
org/bukkit/entity/Sniffer.html#addExploredLocation,1.19
io/papermc/paper/datacomponent/item/WrittenBookContent.Builder.html#addFilteredPage,1.21.3
io/papermc/paper/datacomponent/item/WritableBookContent.Builder.html#addFilteredPage,1.21.3
io/papermc/paper/datacomponent/item/WrittenBookContent.Builder.html#addFilteredPages,1.21.3
io/papermc/paper/datacomponent/item/WritableBookContent.Builder.html#addFilteredPages,1.21.3
org/bukkit/boss/BossBar.html#addFlag,1.12.2
com/destroystokyo/paper/entity/ai/MobGoals.html#addGoal,1.15
org/bukkit/entity/ArmorStand.LockType.html#ADDING,1.16
org/bukkit/entity/ArmorStand.LockType.html#ADDING_OR_CHANGING,1.16
org/bukkit/inventory/ShapelessRecipe.html#addIngredient,1.12.2
org/bukkit/inventory/MerchantRecipe.html#addIngredient,1.12.2
org/bukkit/inventory/meta/BundleMeta.html#addItem,1.17
org/bukkit/inventory/Inventory.html#addItem,1.12.2
org/bukkit/inventory/ItemStack.html#addItemFlags,1.12.2
org/bukkit/inventory/meta/ItemMeta.html#addItemFlags,1.12.2
io/papermc/paper/registry/data/EnchantmentRegistryEntry.EnchantmentCost.html#additionalPerLevelCost,1.21.1
io/papermc/paper/plugin/loader/PluginClasspathBuilder.html#addLibrary,1.19
io/papermc/paper/plugin/loader/library/LibraryStore.html#addLibrary,1.19
io/papermc/paper/datacomponent/item/ItemLore.Builder.html#addLine,1.21.3
io/papermc/paper/datacomponent/item/ItemLore.Builder.html#addLines,1.21.3
org/bukkit/ServerLinks.html#addLink,1.21.1
org/bukkit/entity/Piglin.html#addMaterialOfInterest,1.16
org/bukkit/attribute/AttributeInstance.html#addModifier,1.12.2
io/papermc/paper/datacomponent/item/ItemAttributeModifiers.Builder.html#addModifier,1.21.3
org/bukkit/inventory/meta/BookMeta.html#addPage,1.12.2
org/bukkit/inventory/meta/WritableBookMeta.html#addPage,1.20.6
io/papermc/paper/datacomponent/item/WritableBookContent.Builder.html#addPage,1.21.3
org/bukkit/inventory/meta/BookMeta.BookMetaBuilder.html#addPage,1.16
io/papermc/paper/datacomponent/item/WrittenBookContent.Builder.html#addPage,1.21.3
org/bukkit/inventory/meta/BookMeta.Spigot.html#addPage,1.12.2
io/papermc/paper/datacomponent/item/WrittenBookContent.Builder.html#addPages,1.21.3
io/papermc/paper/datacomponent/item/WritableBookContent.Builder.html#addPages,1.21.3
org/bukkit/inventory/meta/BookMeta.html#addPages,1.16
org/bukkit/permissions/Permission.html#addParent,1.12.2
org/bukkit/entity/Entity.html#addPassenger,1.12.2
org/bukkit/block/Banner.html#addPattern,1.12.2
org/bukkit/inventory/meta/BannerMeta.html#addPattern,1.12.2
org/bukkit/plugin/PluginManager.html#addPermission,1.12.2
org/bukkit/plugin/SimplePluginManager.html#addPermission,1.12.2
io/papermc/paper/plugin/PermissionManager.html#addPermission,1.19
org/bukkit/plugin/SimplePluginManager.html#addPermissions,1.19
io/papermc/paper/plugin/PermissionManager.html#addPermissions,1.19
org/bukkit/scoreboard/Team.html#addPlayer,1.12.2
org/bukkit/boss/BossBar.html#addPlayer,1.12.2
org/bukkit/World.html#addPluginChunkTicket,1.14
org/bukkit/Chunk.html#addPluginChunkTicket,1.14
org/bukkit/spawner/TrialSpawnerConfiguration.html#addPossibleReward,1.21.1
org/bukkit/spawner/BaseSpawner.html#addPotentialSpawn,1.21.1
org/bukkit/entity/LivingEntity.html#addPotionEffect,1.12.2
org/bukkit/entity/LivingEntity.html#addPotionEffects,1.12.2
org/bukkit/potion/PotionBrewer.html#addPotionMix,1.18
io/papermc/paper/datacomponent/item/ItemAdventurePredicate.Builder.html#addPredicate,1.21.3
io/papermc/paper/datacomponent/item/ItemAdventurePredicate.Builder.html#addPredicates,1.21.3
com/destroystokyo/paper/event/profile/PreLookupProfileEvent.html#addProfileProperties,1.12.2
io/papermc/paper/datacomponent/item/ResolvableProfile.Builder.html#addProperties,1.21.3
io/papermc/paper/datacomponent/item/ResolvableProfile.Builder.html#addProperty,1.21.3
org/bukkit/inventory/meta/KnowledgeBookMeta.html#addRecipe,1.12.2
org/bukkit/Bukkit.html#addRecipe,1.12.2
org/bukkit/Server.html#addRecipe,1.12.2
org/bukkit/map/MapView.html#addRenderer,1.12.2
io/papermc/paper/plugin/loader/library/impl/MavenLibraryResolver.html#addRepository,1.19
org/bukkit/entity/Player.html#addResourcePack,1.20.4
io/papermc/paper/datacomponent/item/Tool.Builder.html#addRule,1.21.3
org/bukkit/inventory/meta/components/ToolComponent.html#addRule,1.20.6
io/papermc/paper/datacomponent/item/Tool.Builder.html#addRules,1.21.3
org/bukkit/entity/Entity.html#addScoreboardTag,1.12.2
org/bukkit/inventory/meta/EnchantmentStorageMeta.html#addStoredEnchant,1.12.2
io/papermc/paper/util/Tick.html#addTo,1.19
org/bukkit/help/HelpMap.html#addTopic,1.12.2
io/papermc/paper/tag/PostFlattenTagRegistrar.html#addToTag,1.21.1
io/papermc/paper/tag/PreFlattenTagRegistrar.html#addToTag,1.21.1
org/bukkit/entity/Villager.html#addTrades,1.19
org/bukkit/attribute/AttributeInstance.html#addTransientModifier,1.19
org/bukkit/inventory/ItemStack.html#addUnsafeEnchantment,1.12.2
org/bukkit/inventory/ItemStack.html#addUnsafeEnchantments,1.12.2
org/bukkit/inventory/MerchantRecipe.html#adjust,1.18
io/papermc/paper/registry/keys/InstrumentKeys.html#ADMIRE_GOAT_HORN,1.20.6
org/bukkit/MusicInstrument.html#ADMIRE_GOAT_HORN,1.20.6
org/bukkit/entity/memory/MemoryKey.html#ADMIRING_DISABLED,1.16
org/bukkit/entity/memory/MemoryKey.html#ADMIRING_ITEM,1.16
org/bukkit/advancement/Advancement.html,1.12.2
org/bukkit/Registry.html#ADVANCEMENT,1.14
io/papermc/paper/advancement/AdvancementDisplay.html,1.17
org/bukkit/advancement/AdvancementDisplay.html,1.18
io/papermc/paper/advancement/AdvancementDisplay.Frame.html,1.17
org/bukkit/advancement/AdvancementDisplayType.html,1.18
org/bukkit/Bukkit.html#advancementIterator,1.12.2
org/bukkit/Server.html#advancementIterator,1.12.2
org/bukkit/advancement/AdvancementProgress.html,1.12.2
org/bukkit/GameMode.html#ADVENTURE,1.12.2
org/bukkit/event/entity/PotionSplashEvent.html#affectedEntities,1.19
org/bukkit/block/data/Ageable.html,1.13
org/bukkit/entity/Ageable.html,1.12.2
org/bukkit/entity/Panda.Gene.html#AGGRESSIVE,1.14
org/bukkit/entity/Warden.AngerLevel.html#AGITATED,1.19
org/bukkit/Material.html#AIR,1.12.2
io/papermc/paper/registry/keys/BlockTypeKeys.html#AIR,1.21.1
io/papermc/paper/registry/keys/ItemTypeKeys.html#AIR,1.21.1
io/papermc/paper/registry/keys/tags/BlockTypeTagKeys.html#AIR,1.21.3
org/bukkit/block/BlockType.html#AIR,1.20.6
org/bukkit/inventory/ItemType.html#AIR,1.20.6
org/bukkit/scoreboard/Criteria.html#AIR,1.19
org/bukkit/Tag.html#AIR,1.21.1
io/papermc/paper/registry/keys/PaintingVariantKeys.html#ALBAN,1.21.3
org/bukkit/Art.html#ALBAN,1.12.2
org/bukkit/inventory/Inventory.html#all,1.12.2
com/destroystokyo/paper/ClientOption.ParticleVisibility.html#ALL,1.21.3
org/bukkit/enchantments/EnchantmentTarget.html#ALL,1.12.2
io/papermc/paper/registry/keys/CatVariantKeys.html#ALL_BLACK,1.21.1
org/bukkit/entity/Cat.Type.html#ALL_BLACK,1.14
org/bukkit/material/types/MushroomBlockTexture.html#ALL_CAP,1.12.2
org/bukkit/FeatureFlag.html#ALL_FLAGS,1.21.1
io/papermc/paper/registry/keys/tags/BlockTypeTagKeys.html#ALL_HANGING_SIGNS,1.21.3
org/bukkit/Tag.html#ALL_HANGING_SIGNS,1.19
org/bukkit/material/types/MushroomBlockTexture.html#ALL_PORES,1.12.2
io/papermc/paper/registry/keys/tags/BlockTypeTagKeys.html#ALL_SIGNS,1.21.3
org/bukkit/Tag.html#ALL_SIGNS,1.19
org/bukkit/material/types/MushroomBlockTexture.html#ALL_STEM,1.12.2
org/bukkit/entity/Allay.html,1.19
org/bukkit/entity/EntityType.html#ALLAY,1.19
io/papermc/paper/registry/keys/tags/GameEventTagKeys.html#ALLAY_CAN_LISTEN,1.21.3
org/bukkit/Material.html#ALLAY_SPAWN_EGG,1.19
io/papermc/paper/registry/keys/ItemTypeKeys.html#ALLAY_SPAWN_EGG,1.21.1
org/bukkit/inventory/ItemType.html#ALLAY_SPAWN_EGG,1.20.6
org/bukkit/Material.html#ALLIUM,1.13
io/papermc/paper/registry/keys/BlockTypeKeys.html#ALLIUM,1.21.1
io/papermc/paper/registry/keys/ItemTypeKeys.html#ALLIUM,1.21.1
org/bukkit/block/BlockType.html#ALLIUM,1.20.6
org/bukkit/inventory/ItemType.html#ALLIUM,1.20.6
org/bukkit/event/player/AsyncPlayerPreLoginEvent.html#allow,1.12.2
org/bukkit/event/player/PlayerLoginEvent.html#allow,1.12.2
org/bukkit/event/player/PlayerPreLoginEvent.html#allow,1.12.2
org/bukkit/event/Event.Result.html#ALLOW,1.12.2
com/destroystokyo/paper/ClientOption.html#ALLOW_SERVER_LISTINGS,1.19
org/bukkit/entity/AbstractArrow.PickupRule.html#ALLOWED,1.14
org/bukkit/entity/AbstractArrow.PickupStatus.html#ALLOWED,1.14
org/bukkit/event/player/AsyncPlayerPreLoginEvent.Result.html#ALLOWED,1.12.2
org/bukkit/event/player/PlayerLoginEvent.Result.html#ALLOWED,1.12.2
org/bukkit/event/player/PlayerPreLoginEvent.Result.html#ALLOWED,1.12.2
io/papermc/paper/datacomponent/item/Equippable.html#allowedEntities,1.21.3
io/papermc/paper/datacomponent/item/Equippable.Builder.html#allowedEntities,1.21.3
org/bukkit/scoreboard/Team.html#allowFriendlyFire,1.12.2
org/bukkit/Server.html#allowPausing,1.21.3
io/papermc/paper/registry/keys/tags/BiomeTagKeys.html#ALLOWS_SURFACE_SLIME_SPAWNS,1.21.3
io/papermc/paper/registry/keys/tags/BiomeTagKeys.html#ALLOWS_TROPICAL_FISH_SPAWNS_AT_ANY_HEIGHT,1.21.3
org/bukkit/event/entity/LingeringPotionSplashEvent.html#allowsEmptyCreation,1.20.4
com/destroystokyo/paper/event/player/PlayerClientOptionsChangeEvent.html#allowsServerListings,1.19
com/destroystokyo/paper/ParticleBuilder.html#allPlayers,1.12.2
org/bukkit/help/IndexHelpTopic.html#allTopics,1.12.2
io/papermc/paper/threadedregions/scheduler/ScheduledTask.CancelledState.html#ALREADY_EXECUTED,1.20.4
com/destroystokyo/paper/block/TargetBlockInfo.FluidMode.html#ALWAYS,1.13
org/bukkit/damage/DamageScaling.html#ALWAYS,1.20.4
org/bukkit/FluidCollisionMode.html#ALWAYS,1.13
org/bukkit/scoreboard/NameTagVisibility.html#ALWAYS,1.12.2
org/bukkit/scoreboard/Team.OptionStatus.html#ALWAYS,1.12.2
io/papermc/paper/registry/keys/tags/DamageTypeTagKeys.html#ALWAYS_HURTS_ENDER_DRAGONS,1.21.3
org/bukkit/tag/DamageTypeTags.html#ALWAYS_HURTS_ENDER_DRAGONS,1.21.3
io/papermc/paper/registry/keys/tags/DamageTypeTagKeys.html#ALWAYS_KILLS_ARMOR_STANDS,1.21.3
org/bukkit/tag/DamageTypeTags.html#ALWAYS_KILLS_ARMOR_STANDS,1.21.3
io/papermc/paper/registry/keys/tags/DamageTypeTagKeys.html#ALWAYS_MOST_SIGNIFICANT_FALL,1.21.3
org/bukkit/tag/DamageTypeTags.html#ALWAYS_MOST_SIGNIFICANT_FALL,1.21.3
io/papermc/paper/registry/keys/tags/DamageTypeTagKeys.html#ALWAYS_TRIGGERS_SILVERFISH,1.21.3
org/bukkit/tag/DamageTypeTags.html#ALWAYS_TRIGGERS_SILVERFISH,1.21.3
org/bukkit/entity/Ambient.html,1.12.2
org/bukkit/entity/SpawnCategory.html#AMBIENT,1.18
org/bukkit/SoundCategory.html#AMBIENT,1.12.2
